IBGE,IBGE7,UF,Município,Região,População 2020,Capital,Diário Oficial público?,Disponível desde (data),Link para o DO,Formato,Navegação
316556,3165560,MG,Sem-peixe,Região Sudeste,2606,,,,,,
316557,3165578,MG,Senador Amaral,Região Sudeste,5361,,,,,,
316560,3165602,MG,Senador Cortes,Região Sudeste,2003,,,,,,
316570,3165701,MG,Senador Firmino,Região Sudeste,7858,,,,,,
316580,3165800,MG,Senador José Bento,Região Sudeste,1461,,,,,,
316590,3165909,MG,Senador Modestino Gonçalves,Região Sudeste,4105,,,,,,
316600,3166006,MG,Senhora de Oliveira,Região Sudeste,5786,,,,,,
316610,3166105,MG,Senhora do Porto,Região Sudeste,3519,,,,,,
316620,3166204,MG,Senhora Dos Remédios,Região Sudeste,10467,,,,,,
316630,3166303,MG,Sericita,Região Sudeste,7333,,,,,,
316640,3166402,MG,Seritinga,Região Sudeste,1854,,,,,,
316650,3166501,MG,Serra Azul de Minas,Região Sudeste,4292,,,,,,
316660,3166600,MG,Serra da Saudade,Região Sudeste,776,,,,,,
316670,3166709,MG,Serra Dos Aimorés,Região Sudeste,8713,,,,,,
316680,3166808,MG,Serra do Salitre,Região Sudeste,11668,,,,,,
316690,3166907,MG,Serrania,Região Sudeste,7668,,,,,,
316695,3166956,MG,Serranópolis de Minas,Região Sudeste,4809,,,,,,
316700,3167004,MG,Serranos,Região Sudeste,1956,,,,,,
316710,3167103,MG,Serro,Região Sudeste,20940,,,,,,
316720,3167202,MG,Sete Lagoas,Região Sudeste,241835,,,,,,
316730,3167301,MG,Silveirânia,Região Sudeste,2264,,,,,,
316740,3167400,MG,Silvianópolis,Região Sudeste,6248,,,,,,
316750,3167509,MG,Simão Pereira,Região Sudeste,2618,,,,,,
316760,3167608,MG,Simonésia,Região Sudeste,19736,,,,,,
316770,3167707,MG,Sobrália,Região Sudeste,5514,,,,,,
316780,3167806,MG,Soledade de Minas,Região Sudeste,6189,,,,,,
316790,3167905,MG,Tabuleiro,Região Sudeste,3708,,,,,,
316800,3168002,MG,Taiobeiras,Região Sudeste,34397,,,,,,
316805,3168051,MG,Taparuba,Região Sudeste,3101,,,,,,
316810,3168101,MG,Tapira,Região Sudeste,4832,,,,,,
316820,3168200,MG,Tapiraí,Região Sudeste,1872,,,,,,
316830,3168309,MG,Taquaraçu de Minas,Região Sudeste,4099,,,,,,
316840,3168408,MG,Tarumirim,Região Sudeste,14302,,,,,,
316850,3168507,MG,Teixeiras,Região Sudeste,11670,,,,,,
316860,3168606,MG,Teófilo Otoni,Região Sudeste,140937,,,,,,
316870,3168705,MG,Timóteo,Região Sudeste,90568,,,,,,
316880,3168804,MG,Tiradentes,Região Sudeste,8072,,,,,,
316890,3168903,MG,Tiros,Região Sudeste,6424,,,,,,
316900,3169000,MG,Tocantins,Região Sudeste,16715,,,,,,
316905,3169059,MG,Tocos do Moji,Região Sudeste,4109,,,,,,
316910,3169109,MG,Toledo,Região Sudeste,6297,,,,,,
316920,3169208,MG,Tombos,Região Sudeste,7850,,,,,,
316930,3169307,MG,Três Corações,Região Sudeste,80032,,,,,,
316935,3169356,MG,Três Marias,Região Sudeste,32716,,,,,,
316940,3169406,MG,Três Pontas,Região Sudeste,56940,,,,,,
316950,3169505,MG,Tumiritinga,Região Sudeste,6765,,,,,,
316960,3169604,MG,Tupaciguara,Região Sudeste,25398,,,,,,
316970,3169703,MG,Turmalina,Região Sudeste,20125,,,,,,
316980,3169802,MG,Turvolândia,Região Sudeste,5070,,,,,,
316990,3169901,MG,Ubá,Região Sudeste,116797,,,,,,
317000,3170008,MG,Ubaí,Região Sudeste,12599,,,,,,
317005,3170057,MG,Ubaporanga,Região Sudeste,12493,,,,,,
317010,3170107,MG,Uberaba,Região Sudeste,337092,,,,,,
317020,3170206,MG,Uberlândia,Região Sudeste,699097,,,,,,
317030,3170305,MG,Umburatiba,Região Sudeste,2596,,,,,,
317040,3170404,MG,Unaí,Região Sudeste,84930,,,,,,
317043,3170438,MG,União de Minas,Região Sudeste,4284,,,,,,
317047,3170479,MG,Uruana de Minas,Região Sudeste,3260,,,,,,
317050,3170503,MG,Urucânia,Região Sudeste,10345,,,,,,
317052,3170529,MG,Urucuia,Região Sudeste,17173,,,,,,
317057,3170578,MG,Vargem Alegre,Região Sudeste,6470,,,,,,
317060,3170602,MG,Vargem Bonita,Região Sudeste,2148,,,,,,
317065,3170651,MG,Vargem Grande do Rio Pardo,Região Sudeste,5026,,,,,,
317070,3170701,MG,Varginha,Região Sudeste,136602,,,,,,
317075,3170750,MG,Varjão de Minas,Região Sudeste,7138,,,,,,
317080,3170800,MG,Várzea da Palma,Região Sudeste,39803,,,,,,
317090,3170909,MG,Varzelândia,Região Sudeste,19305,,,,,,
317100,3171006,MG,Vazante,Região Sudeste,20642,,,,,,
317103,3171030,MG,Verdelândia,Região Sudeste,9443,,,,,,
317107,3171071,MG,Veredinha,Região Sudeste,5727,,,,,,
317110,3171105,MG,Veríssimo,Região Sudeste,4045,,,,,,
317115,3171154,MG,Vermelho Novo,Região Sudeste,4846,,,,,,
317120,3171204,MG,Vespasiano,Região Sudeste,129765,,,,,,
317130,3171303,MG,Viçosa,Região Sudeste,79388,,,,,,
317140,3171402,MG,Vieiras,Região Sudeste,3589,,,,,,
317150,3171501,MG,Mathias Lobato,Região Sudeste,3179,,,,,,
317160,3171600,MG,Virgem da Lapa,Região Sudeste,13740,,,,,,
317170,3171709,MG,Virgínia,Região Sudeste,8663,,,,,,
317180,3171808,MG,Virginópolis,Região Sudeste,10484,,,,,,
317190,3171907,MG,Virgolândia,Região Sudeste,5340,,,,,,
317200,3172004,MG,Visconde do Rio Branco,Região Sudeste,42965,,,,,,
317210,3172103,MG,Volta Grande,Região Sudeste,5261,,,,,,
317220,3172202,MG,Wenceslau Braz,Região Sudeste,2548,,,,,,
320010,3200102,ES,Afonso Cláudio,Região Sudeste,30455,,,,,,
320013,3200136,ES,Águia Branca,Região Sudeste,9631,,,,,,
320016,3200169,ES,Água Doce do Norte,Região Sudeste,10909,,,,,,
320020,3200201,ES,Alegre,Região Sudeste,29975,,,,,,
320030,3200300,ES,Alfredo Chaves,Região Sudeste,14636,,,,,,
320035,3200359,ES,Alto Rio Novo,Região Sudeste,7874,,,,,,
320040,3200409,ES,Anchieta,Região Sudeste,29779,,,,,,
320050,3200508,ES,Apiacá,Região Sudeste,7554,,,,,,
320060,3200607,ES,Aracruz,Região Sudeste,103101,,,,,,
320070,3200706,ES,Atilio Vivacqua,Região Sudeste,12105,,,,,,
320080,3200805,ES,Baixo Guandu,Região Sudeste,31132,,,,,,
320090,3200904,ES,Barra de São Francisco,Região Sudeste,44979,,,,,,
320100,3201001,ES,Boa Esperança,Região Sudeste,15092,,,,,,
320110,3201100,ES,Bom Jesus do Norte,Região Sudeste,9962,,,,,,
320115,3201159,ES,Brejetuba,Região Sudeste,12427,,,,,,
320120,3201209,ES,Cachoeiro de Itapemirim,Região Sudeste,210589,,,,,,
320130,3201308,ES,Cariacica,Região Sudeste,383917,,,,,,
320140,3201407,ES,Castelo,Região Sudeste,37747,,,,,,
320150,3201506,ES,Colatina,Região Sudeste,123400,,,,,,
320160,3201605,ES,Conceição da Barra,Região Sudeste,31273,,,,,,
320170,3201704,ES,Conceição do Castelo,Região Sudeste,12806,,,,,,
320180,3201803,ES,Divino de São Lourenço,Região Sudeste,4270,,,,,,
320190,3201902,ES,Domingos Martins,Região Sudeste,33986,,,,,,
320200,3202009,ES,Dores do Rio Preto,Região Sudeste,6771,,,,,,
320210,3202108,ES,Ecoporanga,Região Sudeste,22835,,,,,,
320220,3202207,ES,Fundão,Região Sudeste,21948,,,,,,
320225,3202256,ES,Governador Lindenberg,Região Sudeste,12880,,,,,,
320230,3202306,ES,Guaçuí,Região Sudeste,31122,,,,,,
320240,3202405,ES,Guarapari,Região Sudeste,126701,,,,,,
320245,3202454,ES,Ibatiba,Região Sudeste,26426,,,,,,
320250,3202504,ES,Ibiraçu,Região Sudeste,12591,,,,,,
320255,3202553,ES,Ibitirama,Região Sudeste,8859,,,,,,
320260,3202603,ES,Iconha,Região Sudeste,13973,,,,,,
320265,3202652,ES,Irupi,Região Sudeste,13526,,,,,,
320270,3202702,ES,Itaguaçu,Região Sudeste,14023,,,,,,
320280,3202801,ES,Itapemirim,Região Sudeste,34656,,,,,,
320290,3202900,ES,Itarana,Região Sudeste,10494,,,,,,
320300,3203007,ES,Iúna,Região Sudeste,29290,,,,,,
320305,3203056,ES,Jaguaré,Região Sudeste,31039,,,,,,
320310,3203106,ES,Jerônimo Monteiro,Região Sudeste,12265,,,,,,
320313,3203130,ES,João Neiva,Região Sudeste,16722,,,,,,
320316,3203163,ES,Laranja da Terra,Região Sudeste,10933,,,,,,
320320,3203205,ES,Linhares,Região Sudeste,176688,,,,,,
320330,3203304,ES,Mantenópolis,Região Sudeste,15503,,,,,,
320332,3203320,ES,Marataízes,Região Sudeste,38883,,,,,,
320334,3203346,ES,Marechal Floriano,Região Sudeste,16920,,,,,,
320335,3203353,ES,Marilândia,Região Sudeste,12963,,,,,,
320340,3203403,ES,Mimoso do Sul,Região Sudeste,26115,,,,,,
320350,3203502,ES,Montanha,Região Sudeste,18894,,,,,,
320360,3203601,ES,Mucurici,Região Sudeste,5496,,,,,,
320370,3203700,ES,Muniz Freire,Região Sudeste,17319,,,,,,
320380,3203809,ES,Muqui,Região Sudeste,15526,,,,,,
320390,3203908,ES,Nova Venécia,Região Sudeste,50434,,,,,,
320400,3204005,ES,Pancas,Região Sudeste,23306,,,,,,
320405,3204054,ES,Pedro Canário,Região Sudeste,26381,,,,,,
320410,3204104,ES,Pinheiros,Região Sudeste,27327,,,,,,
320420,3204203,ES,Piúma,Região Sudeste,22053,,,,,,
320425,3204252,ES,Ponto Belo,Região Sudeste,7940,,,,,,
320430,3204302,ES,Presidente Kennedy,Região Sudeste,11658,,,,,,
320435,3204351,ES,Rio Bananal,Região Sudeste,19271,,,,,,
320440,3204401,ES,Rio Novo do Sul,Região Sudeste,11626,,,,,,
320450,3204500,ES,Santa Leopoldina,Região Sudeste,12197,,,,,,
320455,3204559,ES,Santa Maria de Jetibá,Região Sudeste,41015,,,,,,
320460,3204609,ES,Santa Teresa,Região Sudeste,23724,,,,,,
320465,3204658,ES,São Domingos do Norte,Região Sudeste,8687,,,,,,
320470,3204708,ES,São Gabriel da Palha,Região Sudeste,38522,,,,,,
320480,3204807,ES,São José do Calçado,Região Sudeste,10546,,,,,,
320490,3204906,ES,São Mateus,Região Sudeste,132642,,,,,,
320495,3204955,ES,São Roque do Canaã,Região Sudeste,12510,,,,,,
320500,3205002,ES,Serra,Região Sudeste,527240,,,,,,
320501,3205010,ES,Sooretama,Região Sudeste,30680,,,,,,
320503,3205036,ES,Vargem Alta,Região Sudeste,21591,,,,,,
320506,3205069,ES,Venda Nova do Imigrante,Região Sudeste,25745,,,,,,
320510,3205101,ES,Viana,Região Sudeste,79500,,,,,,
320515,3205150,ES,Vila Pavão,Região Sudeste,9244,,,,,,
320517,3205176,ES,Vila Valério,Região Sudeste,14073,,,,,,
320520,3205200,ES,Vila Velha,Região Sudeste,501325,,,,,,
320530,3205309,ES,Vitória,Região Sudeste,365855,Capital,,,,,
330010,3300100,RJ,Angra Dos Reis,Região Sudeste,207044,,,,,,
330015,3300159,RJ,Aperibé,Região Sudeste,11901,,,,,,
330020,3300209,RJ,Araruama,Região Sudeste,134293,,,,,,
330022,3300225,RJ,Areal,Região Sudeste,12669,,,,,,
330023,3300233,RJ,Armação Dos Búzios,Região Sudeste,34477,,,,,,
330025,3300258,RJ,Arraial do Cabo,Região Sudeste,30593,,,,,,
330030,3300308,RJ,Barra do Piraí,Região Sudeste,100764,,,,,,
330040,3300407,RJ,Barra Mansa,Região Sudeste,184833,,,,,,
330045,3300456,RJ,Belford Roxo,Região Sudeste,513118,,,,,,
330050,3300506,RJ,Bom Jardim,Região Sudeste,27616,,,,,,
330060,3300605,RJ,Bom Jesus do Itabapoana,Região Sudeste,37203,,,,,,
330070,3300704,RJ,Cabo Frio,Região Sudeste,230378,,,,,,
330080,3300803,RJ,Cachoeiras de Macacu,Região Sudeste,59303,,,,,,
330090,3300902,RJ,Cambuci,Região Sudeste,15514,,,,,,
330093,3300936,RJ,Carapebus,Região Sudeste,16586,,,,,,
330095,3300951,RJ,Comendador Levy Gasparian,Região Sudeste,8576,,,,,,
330100,3301009,RJ,Campos Dos Goytacazes,Região Sudeste,511168,,,,,,
330110,3301108,RJ,Cantagalo,Região Sudeste,20168,,,,,,
330115,3301157,RJ,Cardoso Moreira,Região Sudeste,12821,,,,,,
330120,3301207,RJ,Carmo,Região Sudeste,19030,,,,,,
330130,3301306,RJ,Casimiro de Abreu,Região Sudeste,45041,,,,,,
330140,3301405,RJ,Conceição de Macabu,Região Sudeste,23398,,,,,,
330150,3301504,RJ,Cordeiro,Região Sudeste,22041,,,,,,
330160,3301603,RJ,Duas Barras,Região Sudeste,11528,,,,,,
330170,3301702,RJ,Duque de Caxias,Região Sudeste,924624,,,,,,
330180,3301801,RJ,Engenheiro Paulo de Frontin,Região Sudeste,14071,,,,,,
330185,3301850,RJ,Guapimirim,Região Sudeste,61388,,,,,,
330187,3301876,RJ,Iguaba Grande,Região Sudeste,28837,,,,,,
330190,3301900,RJ,Itaboraí,Região Sudeste,242543,,,,,,
330200,3302007,RJ,Itaguaí,Região Sudeste,134819,,,,,,
330205,3302056,RJ,Italva,Região Sudeste,15299,,,,,,
330210,3302106,RJ,Itaocara,Região Sudeste,23222,,,,,,
330220,3302205,RJ,Itaperuna,Região Sudeste,103800,,,,,,
330225,3302254,RJ,Itatiaia,Região Sudeste,32064,,,,,,
330227,3302270,RJ,Japeri,Região Sudeste,105548,,,,,,
330230,3302304,RJ,Laje do Muriaé,Região Sudeste,7326,,,,,,
330240,3302403,RJ,Macaé,Região Sudeste,261501,,,,,,
330245,3302452,RJ,Macuco,Região Sudeste,5623,,,,,,
330250,3302502,RJ,Magé,Região Sudeste,246433,,,,,,
330260,3302601,RJ,Mangaratiba,Região Sudeste,45220,,,,,,
330270,3302700,RJ,Maricá,Região Sudeste,164504,,,,,,
330280,3302809,RJ,Mendes,Região Sudeste,18648,,,,,,
330285,3302858,RJ,Mesquita,Região Sudeste,176569,,,,,,
330290,3302908,RJ,Miguel Pereira,Região Sudeste,25581,,,,,,
330300,3303005,RJ,Miracema,Região Sudeste,27154,,,,,,
330310,3303104,RJ,Natividade,Região Sudeste,15311,,,,,,
330320,3303203,RJ,Nilópolis,Região Sudeste,162693,,,,,,
330330,3303302,RJ,Niterói,Região Sudeste,515317,,,,,,
330340,3303401,RJ,Nova Friburgo,Região Sudeste,191158,,,,,,
330350,3303500,RJ,Nova Iguaçu,Região Sudeste,823302,,,,,,
330360,3303609,RJ,Paracambi,Região Sudeste,52683,,,,,,
330370,3303708,RJ,Paraíba do Sul,Região Sudeste,44518,,,,,,
330380,3303807,RJ,Parati,Região Sudeste,43680,,,,,,
330385,3303856,RJ,Paty do Alferes,Região Sudeste,27858,,,,,,
330390,3303906,RJ,Petrópolis,Região Sudeste,306678,,,,,,
330395,3303955,RJ,Pinheiral,Região Sudeste,25364,,,,,,
330400,3304003,RJ,Piraí,Região Sudeste,29545,,,,,,
330410,3304102,RJ,Porciúncula,Região Sudeste,18960,,,,,,
330411,3304110,RJ,Porto Real,Região Sudeste,19974,,,,,,
330412,3304128,RJ,Quatis,Região Sudeste,14435,,,,,,
330414,3304144,RJ,Queimados,Região Sudeste,151335,,,,,,
330415,3304151,RJ,Quissamã,Região Sudeste,25126,,,,,,
330420,3304201,RJ,Resende,Região Sudeste,132312,,,,,,
330430,3304300,RJ,Rio Bonito,Região Sudeste,60573,,,,,,
330440,3304409,RJ,Rio Claro,Região Sudeste,18605,,,,,,
330450,3304508,RJ,Rio Das Flores,Região Sudeste,9344,,,,,,
330452,3304524,RJ,Rio Das Ostras,Região Sudeste,155193,,,,,,
330455,3304557,RJ,Rio de Janeiro,Região Sudeste,6747815,Capital,,,,,
330460,3304607,RJ,Santa Maria Madalena,Região Sudeste,10392,,,,,,
330470,3304706,RJ,Santo Antônio de Pádua,Região Sudeste,42594,,,,,,
330475,3304755,RJ,São Francisco de Itabapoana,Região Sudeste,42210,,,,,,
330480,3304805,RJ,São Fidélis,Região Sudeste,38710,,,,,,
330490,3304904,RJ,São Gonçalo,Região Sudeste,1091737,,,,,,
330500,3305000,RJ,São João da Barra,Região Sudeste,36423,,,,,,
330510,3305109,RJ,São João de Meriti,Região Sudeste,472906,,,,,,
330513,3305133,RJ,São José de Ubá,Região Sudeste,7206,,,,,,
330515,3305158,RJ,São José do Vale do Rio Preto,Região Sudeste,21916,,,,,,
330520,3305208,RJ,São Pedro da Aldeia,Região Sudeste,106049,,,,,,
330530,3305307,RJ,São Sebastião do Alto,Região Sudeste,9387,,,,,,
330540,3305406,RJ,Sapucaia,Região Sudeste,18249,,,,,,
330550,3305505,RJ,Saquarema,Região Sudeste,90583,,,,,,
330555,3305554,RJ,Seropédica,Região Sudeste,83092,,,,,,
330560,3305604,RJ,Silva Jardim,Região Sudeste,21774,,,,,,
330570,3305703,RJ,Sumidouro,Região Sudeste,15667,,,,,,
330575,3305752,RJ,Tanguá,Região Sudeste,34610,,,,,,
330580,3305802,RJ,Teresópolis,Região Sudeste,184240,,,,,,
330590,3305901,RJ,Trajano de Morais,Região Sudeste,10640,,,,,,
330600,3306008,RJ,Três Rios,Região Sudeste,82142,,,,,,
330610,3306107,RJ,Valença,Região Sudeste,76869,,,,,,
330615,3306156,RJ,Varre-sai,Região Sudeste,11106,,,,,,
330620,3306206,RJ,Vassouras,Região Sudeste,37083,,,,,,
330630,3306305,RJ,Volta Redonda,Região Sudeste,273988,,,,,,
350010,3500105,SP,Adamantina,Região Sudeste,35111,,,,,,
350020,3500204,SP,Adolfo,Região Sudeste,3554,,,,,,
350030,3500303,SP,Aguaí,Região Sudeste,36648,,,,,,
350040,3500402,SP,Águas da Prata,Região Sudeste,8221,,,,,,
350050,3500501,SP,Águas de Lindóia,Região Sudeste,18808,,,,,,
350055,3500550,SP,Águas de Santa Bárbara,Região Sudeste,6109,,,,,,
350060,3500600,SP,Águas de São Pedro,Região Sudeste,3521,,,,,,
350070,3500709,SP,Agudos,Região Sudeste,37401,,,,,,
350075,3500758,SP,Alambari,Região Sudeste,6129,,,,,,
350080,3500808,SP,Alfredo Marcondes,Região Sudeste,4184,,,,,,
350090,3500907,SP,Altair,Região Sudeste,4186,,,,,,
350100,3501004,SP,Altinópolis,Região Sudeste,16203,,,,,,
350110,3501103,SP,Alto Alegre,Região Sudeste,4088,,,,,,
350115,3501152,SP,Alumínio,Região Sudeste,18767,,,,,,
350120,3501202,SP,Álvares Florence,Região Sudeste,3647,,,,,,
350130,3501301,SP,Álvares Machado,Região Sudeste,24998,,,,,,
350140,3501400,SP,Álvaro de Carvalho,Região Sudeste,5274,,,,,,
350150,3501509,SP,Alvinlândia,Região Sudeste,3237,,,,,,
350160,3501608,SP,Americana,Região Sudeste,242018,,,,,,
350170,3501707,SP,Américo Brasiliense,Região Sudeste,41032,,,,,,
350180,3501806,SP,Américo de Campos,Região Sudeste,5981,,,,,,
350190,3501905,SP,Amparo,Região Sudeste,72677,,,,,,
350200,3502002,SP,Analândia,Região Sudeste,5056,,,,,,
350210,3502101,SP,Andradina,Região Sudeste,57202,,,,,,
350220,3502200,SP,Angatuba,Região Sudeste,25479,,,,,,
350230,3502309,SP,Anhembi,Região Sudeste,6819,,,,,,
350240,3502408,SP,Anhumas,Região Sudeste,4144,,,,,,
350250,3502507,SP,Aparecida,Região Sudeste,36185,,,,,,
350260,3502606,SP,Aparecida D´oeste,Região Sudeste,4158,,,,,,
350270,3502705,SP,Apiaí,Região Sudeste,24226,,,,,,
350275,3502754,SP,Araçariguama,Região Sudeste,22860,,,,,,
350280,3502804,SP,Araçatuba,Região Sudeste,198129,,,,,,
350290,3502903,SP,Araçoiaba da Serra,Região Sudeste,34776,,,,,,
350300,3503000,SP,Aramina,Região Sudeste,5655,,,,,,
350310,3503109,SP,Arandu,Região Sudeste,6365,,,,,,
350315,3503158,SP,Arapeí,Região Sudeste,2460,,,,,,
350320,3503208,SP,Araraquara,Região Sudeste,238339,,,,,,
350330,3503307,SP,Araras,Região Sudeste,135506,,,,,,
350335,3503356,SP,Arco-íris,Região Sudeste,1773,,,,,,
350340,3503406,SP,Arealva,Região Sudeste,8613,,,,,,
350350,3503505,SP,Areias,Região Sudeste,3896,,,,,,
350360,3503604,SP,Areiópolis,Região Sudeste,11158,,,,,,
350370,3503703,SP,Ariranha,Região Sudeste,9761,,,,,,
350380,3503802,SP,Artur Nogueira,Região Sudeste,55340,,,,,,
350390,3503901,SP,Arujá,Região Sudeste,91157,,,,,,
350395,3503950,SP,Aspásia,Região Sudeste,1818,,,,,,
350400,3504008,SP,Assis,Região Sudeste,105087,,,,,,
350410,3504107,SP,Atibaia,Região Sudeste,144088,,,,,,
350420,3504206,SP,Auriflama,Região Sudeste,15253,,,,,,
350430,3504305,SP,Avaí,Região Sudeste,5436,,,,,,
350440,3504404,SP,Avanhandava,Região Sudeste,13859,,,,,,
350450,3504503,SP,Avaré,Região Sudeste,91232,,,,,,
350460,3504602,SP,Bady Bassitt,Região Sudeste,17761,,,,,,
350470,3504701,SP,Balbinos,Região Sudeste,5934,,,,,,
350480,3504800,SP,Bálsamo,Região Sudeste,9139,,,,,,
350490,3504909,SP,Bananal,Região Sudeste,10993,,,,,,
350500,3505005,SP,Barão de Antonina,Região Sudeste,3498,,,,,,
350510,3505104,SP,Barbosa,Região Sudeste,7468,,,,,,
350520,3505203,SP,Bariri,Região Sudeste,35558,,,,,,
350530,3505302,SP,Barra Bonita,Região Sudeste,36126,,,,,,
350535,3505351,SP,Barra do Chapéu,Região Sudeste,5760,,,,,,
350540,3505401,SP,Barra do Turvo,Região Sudeste,7632,,,,,,
350550,3505500,SP,Barretos,Região Sudeste,122833,,,,,,
350560,3505609,SP,Barrinha,Região Sudeste,33180,,,,,,
350570,3505708,SP,Barueri,Região Sudeste,276982,,,,,,
350580,3505807,SP,Bastos,Região Sudeste,20953,,,,,,
350590,3505906,SP,Batatais,Região Sudeste,62980,,,,,,
350600,3506003,SP,Bauru,Região Sudeste,379297,,,,,,
350610,3506102,SP,Bebedouro,Região Sudeste,77555,,,,,,
350620,3506201,SP,Bento de Abreu,Região Sudeste,3005,,,,,,
350630,3506300,SP,Bernardino de Campos,Região Sudeste,11158,,,,,,
350635,3506359,SP,Bertioga,Região Sudeste,64723,,,,,,
350640,3506409,SP,Bilac,Região Sudeste,8117,,,,,,
350650,3506508,SP,Birigui,Região Sudeste,124883,,,,,,
350660,3506607,SP,Biritiba-mirim,Região Sudeste,32936,,,,,,
350670,3506706,SP,Boa Esperança do Sul,Região Sudeste,15018,,,,,,
350680,3506805,SP,Bocaina,Região Sudeste,12452,,,,,,
350690,3506904,SP,Bofete,Região Sudeste,11921,,,,,,
350700,3507001,SP,Boituva,Região Sudeste,62170,,,,,,
350710,3507100,SP,Bom Jesus Dos Perdões,Região Sudeste,25985,,,,,,
350715,3507159,SP,Bom Sucesso de Itararé,Região Sudeste,3984,,,,,,
350720,3507209,SP,Borá,Região Sudeste,838,,,,,,
350730,3507308,SP,Boracéia,Região Sudeste,4868,,,,,,
350740,3507407,SP,Borborema,Região Sudeste,16164,,,,,,
350745,3507456,SP,Borebi,Região Sudeste,2683,,,,,,
350750,3507506,SP,Botucatu,Região Sudeste,148130,,,,,,
350760,3507605,SP,Bragança Paulista,Região Sudeste,170533,,,,,,
350770,3507704,SP,Braúna,Região Sudeste,5741,,,,,,
350775,3507753,SP,Brejo Alegre,Região Sudeste,2889,,,,,,
350780,3507803,SP,Brodowski,Região Sudeste,25277,,,,,,
350790,3507902,SP,Brotas,Região Sudeste,24636,,,,,,
350800,3508009,SP,Buri,Região Sudeste,19965,,,,,,
350810,3508108,SP,Buritama,Região Sudeste,17281,,,,,,
350820,3508207,SP,Buritizal,Região Sudeste,4514,,,,,,
350830,3508306,SP,Cabrália Paulista,Região Sudeste,4243,,,,,,
350840,3508405,SP,Cabreúva,Região Sudeste,50429,,,,,,
350850,3508504,SP,Caçapava,Região Sudeste,95018,,,,,,
350860,3508603,SP,Cachoeira Paulista,Região Sudeste,33581,,,,,,
350870,3508702,SP,Caconde,Região Sudeste,19009,,,,,,
350880,3508801,SP,Cafelândia,Região Sudeste,17843,,,,,,
350890,3508900,SP,Caiabu,Região Sudeste,4193,,,,,,
350900,3509007,SP,Caieiras,Região Sudeste,102775,,,,,,
350910,3509106,SP,Caiuá,Região Sudeste,5946,,,,,,
350920,3509205,SP,Cajamar,Região Sudeste,77934,,,,,,
350925,3509254,SP,Cajati,Região Sudeste,28494,,,,,,
350930,3509304,SP,Cajobi,Região Sudeste,10596,,,,,,
350940,3509403,SP,Cajuru,Região Sudeste,26393,,,,,,
350945,3509452,SP,Campina do Monte Alegre,Região Sudeste,6057,,,,,,
350950,3509502,SP,Campinas,Região Sudeste,1213792,,,,,,
350960,3509601,SP,Campo Limpo Paulista,Região Sudeste,85541,,,,,,
350970,3509700,SP,Campos do Jordão,Região Sudeste,52405,,,,,,
350980,3509809,SP,Campos Novos Paulista,Região Sudeste,4997,,,,,,
